# mycobench extended panel: nigeria-full
#
# GENERATED from verified NCBI metadata -- do not hand-edit.
#
# All 213 Illumina paired-end, non-bovis Mycobacterium tuberculosis runs whose
# BioSample geo_loc_name confirms Nigeria. 37 free-text matches from the East
# China Sea and 134 BioSamples with no geo_loc_name were excluded.
#
# SEVERELY STUDY-CLUSTERED. Run 'mycobench review-candidates' with
# --max-per-bioproject before using this panel for any interval or significance
# claim; see cohorts/README.md.
#
# phenotype_source is EMPTY on every row: concordance track only.
sample_id	sra_run	biosample	bioproject	organism	geo_loc_name	collection_date	isolation_source	platform	layout	bases	cohort_tier	phenotype_source	source_study
ng_SRR29163978	SRR29163978	SAMN41525243	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:FCT	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	214591234	B		NCBI_discovery_pending_publication_review
ng_SRR29163977	SRR29163977	SAMN41525244	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:FCT	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	274793424	B		NCBI_discovery_pending_publication_review
ng_SRR29163976	SRR29163976	SAMN41525245	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:FCT	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	336738456	B		NCBI_discovery_pending_publication_review
ng_SRR29163975	SRR29163975	SAMN41525246	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:FCT	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	303403998	B		NCBI_discovery_pending_publication_review
ng_SRR29163974	SRR29163974	SAMN41525247	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:PLATEAU	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	278312328	B		NCBI_discovery_pending_publication_review
ng_SRR29163973	SRR29163973	SAMN41525248	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:KWARA	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	176029458	B		NCBI_discovery_pending_publication_review
ng_SRR29163972	SRR29163972	SAMN41525249	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:KWARA	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	389729792	B		NCBI_discovery_pending_publication_review
ng_SRR29163971	SRR29163971	SAMN41525250	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:KWARA	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	360300798	B		NCBI_discovery_pending_publication_review
ng_SRR29163970	SRR29163970	SAMN41525251	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NASARAWA	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	322604252	B		NCBI_discovery_pending_publication_review
ng_SRR29163968	SRR29163968	SAMN41525252	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NASARAWA	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	327314546	B		NCBI_discovery_pending_publication_review
ng_SRR29163967	SRR29163967	SAMN41525253	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	337632074	B		NCBI_discovery_pending_publication_review
ng_SRR29163966	SRR29163966	SAMN41525254	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:PLATEAU	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	469132538	B		NCBI_discovery_pending_publication_review
ng_SRR29163965	SRR29163965	SAMN41525255	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:PLATEAU	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	325411946	B		NCBI_discovery_pending_publication_review
ng_SRR29163964	SRR29163964	SAMN41525256	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:PLATEAU	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	311940934	B		NCBI_discovery_pending_publication_review
ng_SRR29163963	SRR29163963	SAMN41525257	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:PLATEAU	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	336106370	B		NCBI_discovery_pending_publication_review
ng_SRR29163962	SRR29163962	SAMN41525258	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	204373970	B		NCBI_discovery_pending_publication_review
ng_SRR29163961	SRR29163961	SAMN41525259	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	397802856	B		NCBI_discovery_pending_publication_review
ng_SRR29163960	SRR29163960	SAMN41525260	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	361971764	B		NCBI_discovery_pending_publication_review
ng_SRR29163959	SRR29163959	SAMN41525261	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	222758220	B		NCBI_discovery_pending_publication_review
ng_SRR29163957	SRR29163957	SAMN41525262	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	406442774	B		NCBI_discovery_pending_publication_review
ng_SRR29163956	SRR29163956	SAMN41525263	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:KOGI	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	290636344	B		NCBI_discovery_pending_publication_review
ng_SRR29163955	SRR29163955	SAMN41525264	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:KOGI	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	373880530	B		NCBI_discovery_pending_publication_review
ng_SRR29163954	SRR29163954	SAMN41525265	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:KOGI	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	282624284	B		NCBI_discovery_pending_publication_review
ng_SRR29163953	SRR29163953	SAMN41525266	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:KOGI	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	280226404	B		NCBI_discovery_pending_publication_review
ng_SRR29163952	SRR29163952	SAMN41525267	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	498637334	B		NCBI_discovery_pending_publication_review
ng_SRR29341580	SRR29341580	SAMN41772237	PRJNA1122079	Mycobacterium tuberculosis	Nigeria	2022	missing	ILLUMINA	PAIRED	702364565	B		NCBI_discovery_pending_publication_review
ng_SRR35084838	SRR35084838	SAMN50741026	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-10-29		ILLUMINA	PAIRED	28421791	B		NCBI_discovery_pending_publication_review
ng_SRR35084836	SRR35084836	SAMN50741028	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-11-08		ILLUMINA	PAIRED	94418753	B		NCBI_discovery_pending_publication_review
ng_SRR35084834	SRR35084834	SAMN50741030	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-11-09		ILLUMINA	PAIRED	105661393	B		NCBI_discovery_pending_publication_review
ng_SRR35084844	SRR35084844	SAMN50741021	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-08-10		ILLUMINA	PAIRED	156007723	B		NCBI_discovery_pending_publication_review
ng_SRR35084843	SRR35084843	SAMN50741022	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-08-15		ILLUMINA	PAIRED	176537795	B		NCBI_discovery_pending_publication_review
ng_SRR35084842	SRR35084842	SAMN50741023	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-09-18		ILLUMINA	PAIRED	175732559	B		NCBI_discovery_pending_publication_review
ng_SRR35084840	SRR35084840	SAMN50741024	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-09-19		ILLUMINA	PAIRED	96272781	B		NCBI_discovery_pending_publication_review
ng_SRR35084835	SRR35084835	SAMN50741029	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-11-09		ILLUMINA	PAIRED	133901996	B		NCBI_discovery_pending_publication_review
ng_SRR35084419	SRR35084419	SAMN50741131	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2020-06-03		ILLUMINA	PAIRED	166265531	B		NCBI_discovery_pending_publication_review
ng_SRR35084421	SRR35084421	SAMN50741129	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2020-04-29		ILLUMINA	PAIRED	139738856	B		NCBI_discovery_pending_publication_review
ng_SRR35084422	SRR35084422	SAMN50741128	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2020-04-27		ILLUMINA	PAIRED	179990039	B		NCBI_discovery_pending_publication_review
ng_SRR35084417	SRR35084417	SAMN50741133	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2020-08-11		ILLUMINA	PAIRED	155058514	B		NCBI_discovery_pending_publication_review
ng_SRR35084418	SRR35084418	SAMN50741132	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2020-06-16		ILLUMINA	PAIRED	160325618	B		NCBI_discovery_pending_publication_review
ng_SRR35084420	SRR35084420	SAMN50741130	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2020-05-28		ILLUMINA	PAIRED	156679172	B		NCBI_discovery_pending_publication_review
ng_SRR35084839	SRR35084839	SAMN50741025	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-09-22		ILLUMINA	PAIRED	110033741	B		NCBI_discovery_pending_publication_review
ng_SRR35084833	SRR35084833	SAMN50741031	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-11-12		ILLUMINA	PAIRED	163392320	B		NCBI_discovery_pending_publication_review
ng_SRR35084837	SRR35084837	SAMN50741027	PRJNA1309160	Mycobacterium tuberculosis	Nigeria	2018-11-04		ILLUMINA	PAIRED	152477879	B		NCBI_discovery_pending_publication_review
ng_SRR24783287	SRR24783287	SAMN35526094	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	266888153	B		NCBI_discovery_pending_publication_review
ng_SRR24783286	SRR24783286	SAMN35526095	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	493524972	B		NCBI_discovery_pending_publication_review
ng_SRR24783285	SRR24783285	SAMN35526096	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	319494433	B		NCBI_discovery_pending_publication_review
ng_SRR24783284	SRR24783284	SAMN35526097	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	345955140	B		NCBI_discovery_pending_publication_review
ng_SRR24783283	SRR24783283	SAMN35526098	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	298519159	B		NCBI_discovery_pending_publication_review
ng_SRR24783282	SRR24783282	SAMN35526099	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	414358234	B		NCBI_discovery_pending_publication_review
ng_SRR24783280	SRR24783280	SAMN35526101	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	598778064	B		NCBI_discovery_pending_publication_review
ng_SRR24783281	SRR24783281	SAMN35526100	PRJNA905483	Mycobacterium tuberculosis	Nigeria	2023-05-05	sputum	ILLUMINA	PAIRED	477738208	B		NCBI_discovery_pending_publication_review
ng_SRR24302114	SRR24302114	SAMN34369189	PRJNA961800	Mycobacterium tuberculosis	Nigeria	2021	sputum	ILLUMINA	PAIRED	778609708	B		NCBI_discovery_pending_publication_review
ng_SRR24302113	SRR24302113	SAMN34369190	PRJNA961800	Mycobacterium tuberculosis	Nigeria	2021	sputum	ILLUMINA	PAIRED	674652407	B		NCBI_discovery_pending_publication_review
ng_SRR24302112	SRR24302112	SAMN34369191	PRJNA961800	Mycobacterium tuberculosis	Nigeria	2021	sputum	ILLUMINA	PAIRED	831817097	B		NCBI_discovery_pending_publication_review
ng_SRR29056126	SRR29056126	SAMN41421869	PRJNA1109295	Mycobacterium tuberculosis	Nigeria	2012	missing	ILLUMINA	PAIRED	333724496	B		NCBI_discovery_pending_publication_review
ng_SRR29164003	SRR29164003	SAMN41525212	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	215778396	B		NCBI_discovery_pending_publication_review
ng_SRR29163991	SRR29163991	SAMN41525214	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	318676742	B		NCBI_discovery_pending_publication_review
ng_SRR29164001	SRR29164001	SAMN41525222	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	192840590	B		NCBI_discovery_pending_publication_review
ng_SRR29164000	SRR29164000	SAMN41525223	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	164514198	B		NCBI_discovery_pending_publication_review
ng_SRR29164002	SRR29164002	SAMN41525213	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	341157018	B		NCBI_discovery_pending_publication_review
ng_SRR29163999	SRR29163999	SAMN41525224	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	261949666	B		NCBI_discovery_pending_publication_review
ng_SRR29163998	SRR29163998	SAMN41525225	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	260103130	B		NCBI_discovery_pending_publication_review
ng_SRR29163997	SRR29163997	SAMN41525226	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NIGER	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	354214994	B		NCBI_discovery_pending_publication_review
ng_SRR29163996	SRR29163996	SAMN41525227	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	95210936	B		NCBI_discovery_pending_publication_review
ng_SRR29163995	SRR29163995	SAMN41525228	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:NASARAWA	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	438956728	B		NCBI_discovery_pending_publication_review
ng_SRR29163994	SRR29163994	SAMN41525229	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	179564066	B		NCBI_discovery_pending_publication_review
ng_SRR29163993	SRR29163993	SAMN41525230	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	160728326	B		NCBI_discovery_pending_publication_review
ng_SRR29163992	SRR29163992	SAMN41525231	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	58573504	B		NCBI_discovery_pending_publication_review
ng_SRR29163990	SRR29163990	SAMN41525232	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	164755798	B		NCBI_discovery_pending_publication_review
ng_SRR29163989	SRR29163989	SAMN41525233	PRJNA1116203	Mycobacterium tuberculosis	Nigeria:BENUE	2016-07/2017-02	Culture isolate	ILLUMINA	PAIRED	136174820	B		NCBI_discovery_pending_publication_review
ng_SRR18715441	SRR18715441	SAMN27520129	PRJNA825524	Mycobacterium tuberculosis	Nigeria:Ibadan_OyoState	2020	sputum	ILLUMINA	PAIRED	969565769	B		NCBI_discovery_pending_publication_review
ng_SRR18714978	SRR18714978	SAMN27520212	PRJNA825524	Mycobacterium tuberculosis	Nigeria:Ibadan_OyoState	2021	sputum	ILLUMINA	PAIRED	798554126	B		NCBI_discovery_pending_publication_review
ng_SRR14334195	SRR14334195	SAMN18880038	PRJNA725394	Mycobacterium tuberculosis	Nigeria	2019-07-10		ILLUMINA	PAIRED	985881891	B		NCBI_discovery_pending_publication_review
ng_SRR14334194	SRR14334194	SAMN18880039	PRJNA725394	Mycobacterium tuberculosis	Nigeria	2019-07-25		ILLUMINA	PAIRED	951068300	B		NCBI_discovery_pending_publication_review
ng_SRR5535854	SRR5535854	SAMN06251247	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	690040888	B		NCBI_discovery_pending_publication_review
ng_SRR5535859	SRR5535859	SAMN06251234	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	1025834376	B		NCBI_discovery_pending_publication_review
ng_SRR5535860	SRR5535860	SAMN06251239	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	1372072880	B		NCBI_discovery_pending_publication_review
ng_SRR5535836	SRR5535836	SAMN06251245	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	520561474	B		NCBI_discovery_pending_publication_review
ng_SRR5535837	SRR5535837	SAMN06251249	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	980783124	B		NCBI_discovery_pending_publication_review
ng_SRR5535785	SRR5535785	SAMN06251226	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	503201190	B		NCBI_discovery_pending_publication_review
ng_SRR5535808	SRR5535808	SAMN06251221	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	478956342	B		NCBI_discovery_pending_publication_review
ng_SRR5535823	SRR5535823	SAMN06251243	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	1267368604	B		NCBI_discovery_pending_publication_review
ng_SRR5535809	SRR5535809	SAMN06251225	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	854037012	B		NCBI_discovery_pending_publication_review
ng_SRR5535815	SRR5535815	SAMN06251222	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	1384893820	B		NCBI_discovery_pending_publication_review
ng_SRR5535811	SRR5535811	SAMN06251228	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	935219600	B		NCBI_discovery_pending_publication_review
ng_SRR5535814	SRR5535814	SAMN06251223	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	823948506	B		NCBI_discovery_pending_publication_review
ng_SRR5535816	SRR5535816	SAMN06251224	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	784250254	B		NCBI_discovery_pending_publication_review
ng_SRR5535827	SRR5535827	SAMN06251246	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	868511120	B		NCBI_discovery_pending_publication_review
ng_SRR5535829	SRR5535829	SAMN06251241	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	770435070	B		NCBI_discovery_pending_publication_review
ng_SRR5535824	SRR5535824	SAMN06251230	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	1155038222	B		NCBI_discovery_pending_publication_review
ng_SRR5535810	SRR5535810	SAMN06251229	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	792668604	B		NCBI_discovery_pending_publication_review
ng_SRR5535819	SRR5535819	SAMN06251233	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	760061966	B		NCBI_discovery_pending_publication_review
ng_SRR5535831	SRR5535831	SAMN06251236	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	815909512	B		NCBI_discovery_pending_publication_review
ng_SRR5535826	SRR5535826	SAMN06251238	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	756344156	B		NCBI_discovery_pending_publication_review
ng_SRR5535828	SRR5535828	SAMN06251242	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	1154238302	B		NCBI_discovery_pending_publication_review
ng_SRR5535830	SRR5535830	SAMN06251244	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	667798870	B		NCBI_discovery_pending_publication_review
ng_SRR5535822	SRR5535822	SAMN06251227	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	972981076	B		NCBI_discovery_pending_publication_review
ng_SRR5535833	SRR5535833	SAMN06251235	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	685023814	B		NCBI_discovery_pending_publication_review
ng_SRR5535834	SRR5535834	SAMN06251240	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	985564868	B		NCBI_discovery_pending_publication_review
ng_SRR5535825	SRR5535825	SAMN06251248	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	691977462	B		NCBI_discovery_pending_publication_review
ng_SRR5535832	SRR5535832	SAMN06251237	PRJNA300846	Mycobacterium tuberculosis	Nigeria	missing	sputum	ILLUMINA	PAIRED	637195264	B		NCBI_discovery_pending_publication_review
